study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
main,EUCTR2019-004010-34-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2019-004010-34,"Assessment of tolerance and spread of the whole body at myeloablative doses in association with cladribine before allogeneic hematopoietic cell transplantation in patients with acute myeloid leukemia - a pilot, single-phase, II phase study - ClaTBI/2019",NA,NA,"Controlled: no<br>Randomised: no<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: no<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: no<br>",No,Not applicable,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-05-18,16,"Accute myeloid leukemia <br>MedDRA version: 21.0Level: LLTClassification code 10028557Term: Myeloid leukemia, acuteSystem Organ Class: 100000004864;Therapeutic area: Diseases [C] - Blood and lymphatic diseases [C15]",FALSE,FALSE,2019-11-05,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,"Assessment of tolerance and spread of the whole body at myeloablative doses in association with cladribine before allogeneic hematopoietic cell transplantation in patients with acute myeloid leukemia - a pilot, single-phase, II phase study",Poland,"Narodowy Instytut Onkologii im. M. Sklodowskiej-Curie – Panstwowy Instytut Badawczy, Oddzial w Gliwicach"
covid,EUCTR2020-001296-33-DK,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001296-33,"Efficacy and safety of 72-hour infusion of Prostacyclin (1 ng/kg/min) in patients with COVID-19 induced respiratory failure – a multicentre randomized, placebo-controlled, blinded, investigator-initiated trial",NA,Yes,"Controlled: yes<br>Randomised: yes<br>Open: no<br>Single blind: no<br>Double blind: yes<br>Parallel group: yes<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: yes<br>Other: no<br>Number of treatment arms in the trial: 2<br>",Yes,Yes,Yes,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-05-06,80,"COVID-19 induced respiratory failure <br>MedDRA version: 20.0
Level: LLT
Classification code 10038696
Term: Respiratory failure (excl neonatal)
System Organ Class: 100000004855
 <br>MedDRA version: 20.0
Level: LLT
Classification code 10040050
Term: Sepsis NOS
System Organ Class: 100000004862
;Therapeutic area: Diseases [C] - Respiratory Tract Diseases [C08]",FALSE,FALSE,2020-04-03,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
","Efficacy and safety of 72-hour infusion of Prostacyclin (1 ng/kg/min) in patients with COVID-19 induced respiratory failure – a multicentre randomized, placebo-controlled, blinded, investigator-initiated trial",Denmark,"Section for Transfusion Medicine, Capital Region Blood bank, Copenhagen University Hospital"
covid,EUCTR2020-001310-38-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001310-38,"A randomized, prospective, open label clinical trial on the use of convalescent plasma compared to best supportive care in patients with severe COVID-19 - Convalescent Plasma against COVID-19",NA,NA,"Controlled: yes
Randomised: yes
Open: yes
Single blind: no
Double blind: no
Parallel group: no
Cross over: no
Other: yes
Other trial design description: Cross-over allowed for patients with progressive COVID-19
If controlled, specify comparator, Other Medicinial Product: no
Placebo: no
Other: yes
Other specify the comparator: Best supportive care
Number of treatment arms in the trial: 2
",Yes,Yes,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-04-06,120,"Patients with SARS-CoV-2 infection and:
1.	age = 18 years and = 75 years
2.	SARS-CoV-2 infection confirmed by PCR (BAL, sputum, nasal and/or pharyngeal 
                    swap)
3.	severe disease defined by at least one of the following:
  a.	respiratory rate = 30 breaths / minute under ambient air
  b.	requirement of any type of ventilation support
  c.	needs ICU treatment
 <br>MedDRA version: 20.1
Level: LLT
Classification code 10047475
Term: Viral pneumonia, unspecified
System Organ Class: 100000004862
 <br>MedDRA version: 23.0
Level: LLT
Classification code 10070267
Term: SARS virus test positive
System Organ Class: 100000004848
 <br>MedDRA version: 20.0
Level: LLT
Classification code 10021433
Term: Immunization
System Organ Class: 100000004865
 <br>MedDRA version: 21.1
Level: LLT
Classification code 10054540
Term: Passive immunization
System Organ Class: 100000004865
;Therapeutic area: Diseases [C] - Virus Diseases [C02]",TRUE,FALSE,2020-03-31,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Clinical Study to assess positive value of blood plasma from donors having built immunity against the new corona virus (SARS-CoV-2) transfused to patients suffering from SARS-CoV-2 infection,Germany,DRK-Bluspendedienst Baden-Württemberg - Hessen gGmbH
covid,EUCTR2020-001321-31-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001321-31,"Prospective, phase II, randomized, open-label, parallel group study to evaluate the efficacy of hydroxychloroquine together with baricitinib, imatinib or early lopinavir / ritonavir in patients with SARS Cov2 pneumonia (COVID-19 HUF) - COVID-19 HUF",Treatment,NA,"Controlled: yes
Randomised: yes
Open: yes
Single blind: no
Double blind: no
Parallel group: yes
Cross over: no
Other: no
If controlled, specify comparator, Other Medicinial Product: no
Placebo: no
Other: yes
Other specify the comparator: No comparator
Number of treatment arms in the trial: 3
",Yes,Yes,No,No,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-04-11,165,Pneumonia due to SARS Cov2 (COVID-19);Therapeutic area: Diseases [C] - Virus Diseases [C02],FALSE,FALSE,2020-04-13,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Clinical trial phase II to evaluate the efficacy of  3 types of treatment in patients with pneumonia by COVID-19,Spain,Hospital Universitario de Fuenlabrada
covid,EUCTR2020-001511-25-ES,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001511-25,Randomized open-blind controlled trial to study the benefit of Colchicine in Patients with COVID-19 - COL-COVID,NA,NA,"Controlled: yes
Randomised: yes
Open: yes
Single blind: no
Double blind: no
Parallel group: no
Cross over: no
Other: no
If controlled, specify comparator, Other Medicinial Product: yes
Placebo: no
Other: no
Number of treatment arms in the trial: 2
",Yes,Yes,No,No,EUCTR,Phase 3,No,No,No,No,Yes,No,2020-04-14,102,COVID19;Therapeutic area: Body processes [G] - Immune system processes [G12],FALSE,FALSE,2020-04-15,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): no
Therapeutic confirmatory - (Phase III): yes
Therapeutic use (Phase IV): no
",Randomized open-blind controlled trial to study the benefit of Colchicine in Patients with COVID-19,Spain,FFIS
covid,EUCTR2020-001635-27-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001635-27,"A Phase 2, Randomized, Open-label Clinical Trial comparing the Safety and Efficacy of Hydroxychloroquine, and Standard of Care to a Combination of Masitinib, Isoquercetin, and Standard of Care for the Treatment of Hospitalized Moderate and Severe COVID-19 Patients.",Treatment,NA,"Controlled: yes
Randomised: yes
Open: yes
Single blind: no
Double blind: no
Parallel group: no
Cross over: no
Other: no
If controlled, specify comparator, Other Medicinial Product: yes
Placebo: no
Other: no
Number of treatment arms in the trial: 2
",Yes,Yes,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-05-04,NA,"Hospitalized Moderate and Severe COVID-19 Patients <br>MedDRA version: 20.0
Level: SOC
Classification code 10021881
Term: Infections and infestations
System Organ Class: 10021881 - Infections and infestations
;Therapeutic area: Diseases [C] - Virus Diseases [C02]",FALSE,FALSE,2020-04-06,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Evaluation of a combination of Masitinib and Isoquercetin in the Treatment of Hospitalized COVID-19 Patients.,France,AB Science
covid,EUCTR2020-001675-33-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001675-33,"A phase III, randomized, double-blind, placebo-controlled, multicentre, clinical trial to assess the efficacy and safety of VPM1002 in reducing hospital admissions and/or severe respiratory infectious diseases in elderly in the SARS-CoV-2 pandemic by modulating the immune system",NA,Yes,"Controlled: yes<br>Randomised: yes<br>Open: no<br>Single blind: no<br>Double blind: yes<br>Parallel group: yes<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: yes<br>Other: no<br>Number of treatment arms in the trial: 2<br>",Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,No,No,No,Yes,No,2020-05-29,2038,"infectious respiratory diseases (e.g. COVID-19) <br>MedDRA version: 20.0
Level: HLGT
Classification code 10024970
Term: Respiratory tract infections
System Organ Class: 10038738 - Respiratory, thoracic and mediastinal disorders
;Therapeutic area: Diseases [C] - Respiratory Tract Diseases [C08]",TRUE,FALSE,2020-04-17,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): no
Therapeutic confirmatory - (Phase III): yes
Therapeutic use (Phase IV): no
",A study to investigate whether vaccination with VPM1002 can reduce elderly people's days with severe respiratory infectious diseases at hospital and/or at home,Germany,Vakzine Projekt Management GmbH
covid,EUCTR2020-001766-11-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001766-11,Losartan and spironolactone treatment for COVID-19 patients with acute respiratory failure in intensive care unit - COVIDANCE,Treatment,NA,"Controlled: yes
Randomised: yes
Open: yes
Single blind: no
Double blind: no
Parallel group: yes
Cross over: no
Other: no
If controlled, specify comparator, Other Medicinial Product: no
Placebo: no
Other: yes
Other specify the comparator: group control
Number of treatment arms in the trial: 2
",Yes,Yes,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-04-29,90,Patients with Covid-19;Therapeutic area: Diseases [C] - Virus Diseases [C02],FALSE,FALSE,2020-04-15,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Losartan and spironolactone treatment for COVID-19 patients with acute respiratory failure in intensive care unit,France,ASSISTANCE PUBLIQUE HÔPITAUX DE MARSEILLE
covid,EUCTR2020-001882-36-GR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001882-36,ANTI-INFLAMMATORY CLARITHROMYCIN TO IMPROVE SARS-CoV-2 (COVID-19) INFECTION EARLY: THE ACHIEVE OPEN-LABEL NON-RANDOMIZED CLINICAL TRIAL,NA,NA,"Controlled: no
Randomised: no
Open: yes
Single blind: no
Double blind: no
Parallel group: no
Cross over: no
Other: no
If controlled, specify comparator, Other Medicinial Product: no
Placebo: no
Other: no
",No,Not applicable,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-05-07,90,"Management of infection by SARS-CoV-2 (COVID-19) <br>MedDRA version: 20.0
Level: LLT
Classification code 10035738
Term: Pneumonia viral NOS
System Organ Class: 100000004862
;Therapeutic area: Diseases [C] - Virus Diseases [C02]",FALSE,FALSE,2020-04-30,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",CLARITHROMYCIN IN COVID-19,Greece,Hellenic Institute for the Study of Sepsis
covid,EUCTR2020-002225-29-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002225-29,Evaluation of the effects of bradykinin antagonists on pulmonary manifestations of COVID-19 infections.,NA,NA,"Controlled: yes
Randomised: yes
Open: no
Single blind: no
Double blind: yes
Parallel group: no
Cross over: no
Other: no
If controlled, specify comparator, Other Medicinial Product: yes
Placebo: yes
Other: no
Number of treatment arms in the trial: 3
",Yes,Yes,Yes,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-11-12,45,"COVID positive patients with respiratory impairment <br>MedDRA version: 23.1
Level: LLT
Classification code 10084437
Term: COVID-19 PCR test positive
System Organ Class: 100000004848
 <br>MedDRA version: 23.1
Level: PT
Classification code 10084460
Term: COVID-19 treatment
System Organ Class: 10042613 - Surgical and medical procedures
;Therapeutic area: Diseases [C] - Virus Diseases [C02]",FALSE,FALSE,2020-04-30,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Evaluation of the effects of bradykinin antagonists on pulmonary manifestations of COVID-19 infections.,France,Groupement de Coopération Sanitaire Ramsay Générale de Santé pour l’Enseignement et la Recherche
covid,EUCTR2020-002394-94-BE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002394-94,"Pulsed, inhaled nitric oxide (iNO) for the treatment of patients with mild or
moderate corona virus disease (COVID-19)",Treatment,NA,"Controlled: no
Randomised: no
Open: yes
Single blind: no
Double blind: no
Parallel group: no
Cross over: no
Other: no
If controlled, specify comparator, Other Medicinial Product: no
Placebo: no
Other: no
",No,Not applicable,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-06-22,6,"Corona virus disease <br>MedDRA version: 23.0
Level: LLT
Classification code 10084355
Term: COVID-19 virus test positive
System Organ Class: 100000004848
 <br>MedDRA version: 23.0
Level: LLT
Classification code 10084383
Term: Novel COVID-19-infected pneumonia
System Organ Class: 100000004862
 <br>MedDRA version: 23.0
Level: LLT
Classification code 10084401
Term: COVID-19 respiratory infection
System Organ Class: 100000004862
;Therapeutic area: Diseases [C] - Respiratory Tract Diseases [C08]",FALSE,FALSE,2020-06-04,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
","Pulsed, inhaled nitric oxide (iNO) for the treatment of patients with mild or
moderate corona virus disease (COVID-19)",Belgium,Dr. De Backer Wilfried BV
covid,EUCTR2020-002668-29-GB,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002668-29,"A Randomised Controlled Trial of plasma exchange with standard of care compared to standard of care alone in the treatment of severe COVID-19 infection (COVIPLEX)

 - PEX in severe COVID-19",Treatment,NA,"Controlled: yes<br>Randomised: yes<br>Open: yes<br>Single blind: no<br>Double blind: no<br>Parallel group: yes<br>Cross over: no<br>Other: no<br>If controlled, specify comparator, Other Medicinial Product: no<br>Placebo: no<br>Other: yes<br>Other specify the comparator: standard of care<br>Number of treatment arms in the trial: 2<br>",Yes,Yes,No,Yes,EUCTR,Phase 2,No,No,No,No,Yes,No,2020-06-25,40,"COVID-19;Therapeutic area: Analytical, Diagnostic and Therapeutic Techniques and Equipment [E] - Therapeutic techniques [E02]",FALSE,FALSE,2020-06-10,"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",plasma exchange in severe COVID-19 infection,United Kingdom,University College London
